chq,faq,Entities,labels
   What does the American College of Obstetricians and Gynecologists (ACOG) recommend for frequency of prenatal visits according to trimester?,"
   What does the American College of Obstetricians and Gynecologists recommend for frequency of prenatal visits?
",[],1
   What does the American College of Obstetricians and Gynecologists (ACOG) recommend for frequency of prenatal visits according to trimester?,"
   At what ages should you do a Denver Developmental Screening Test?
",[],0
"   How high is it safe to let the liver enzymes, alanine aminotransferase (ALT) and aspartate aminotransferase (AST) go up when someone is on isoniazid (INH)?","
   How high is it safe to let the liver enzymes go up when someone is on isoniazid?
","['isoniazid', 'INH', 'alanine', 'aspartate', 'someone']",1
"   How high is it safe to let the liver enzymes, alanine aminotransferase (ALT) and aspartate aminotransferase (AST) go up when someone is on isoniazid (INH)?","
   At what ages should you do a Denver Developmental Screening Test?
","['isoniazid', 'INH', 'alanine', 'aspartate', 'someone']",0
   What causes loss of libido in males and is there any treatment?,"
   What causes loss of libido in males and is there any treatment?
",['loss of libido'],1
   What causes loss of libido in males and is there any treatment?,"
   Boys' father has Marfan's Syndrome. Do these boys need further evaluation?
",['loss of libido'],0
   How do you treat a quadriceps muscle contusion and what is the name of that disease that involves ectopic calcium deposits in the quadriceps?,"
   How do you treat a quadriceps contusion?
","['calcium', 'muscle contusion']",1
   How do you marsupialize a Bartholin cyst?,"
   How do you marsupialize a Bartholin cyst?
",[],1
   What do actinic keratoses look like?,"
   What do actinic keratoses look like?
",['keratoses'],1
   What do actinic keratoses look like?,How should I treat polymenorrhea in a 14-year-old girl?,['keratoses'],0
   What are the indications for working up possible secondary causes of hypertension?,"
   What are the indications for working up secondary causes of hypertension?
",['hypertension'],1
   What are the indications for working up possible secondary causes of hypertension?,"
   What are the long term effects of Dilantin use?
",['hypertension'],0
   How do you do a weighted average of Poisson data?,"
   How do you do a weighted average of Poisson data?
",[],1
   How do you do a weighted average of Poisson data?,"Obstetric patient, 39 weeks had a little sore, ? herpes.  How long after she heals is it safe to do a vaginal delivery?",[],0
   Is multiple sclerosis hereditary?,"
   Is multiple sclerosis hereditary?
",[],1
   Is multiple sclerosis hereditary?,"
   Should we switch to Ancef for this diabetic foot ulcer? Improvement adequate?
",[],0
   What kind of splint should you use for a buckle (torus) fracture in a child?,"
   What kind of splint should you use for a buckle fracture?
",['fracture'],1
   What kind of splint should you use for a buckle (torus) fracture in a child?,"What is the maximum dose of digoxin? (patient seen in emergency room, had digoxin level less than 0.03)",['fracture'],0
   How do you treat generalized anxiety disorder?  Can you use a selective-serotonin-reuptake inhibitor (SSRI)?,"
   How do you treat generalized anxiety disorder?
","['anxiety disorder', 'SSRI']",1
   How do you treat generalized anxiety disorder?  Can you use a selective-serotonin-reuptake inhibitor (SSRI)?,X-rays show foraminal narrowing at cervical spine level 5-6 (C5-6). What fingers are innervated by C5-6?,"['anxiety disorder', 'SSRI']",0
   Can marijuana (cannabis) cause depression?,"
   Can marijuana (cannabis) cause depression?
","['cannabis', 'marijuana', 'depression']",1
   Can marijuana (cannabis) cause depression?,"
   Maneuver mentioned at continuing medical education course for vertigo, couldn't remember how to do it or name of it.
","['cannabis', 'marijuana', 'depression']",0
"   Is there any treatment for daytime or nighttime bruxism (teeth grinding) or jaw clenching in an adult, especially if it may be causing temporomandibular joint (TMJ) syndrome?","
   Is there any treatment for daytime or nighttime bruxism?
","['nighttime bruxism', 'TMJ) syndrome', 'temporomandibular joint']",1
   How do you workup and treat priapism?,"
   How do you workup and treat priapism?
",['priapism'],1
   How do you workup and treat priapism?,"
   How old should a patient be before I quit doing prostate specific antigens?
",['priapism'],0
   Is softening of the cervix helpful in diagnosing preterm labor (apart from effacement and dilatation)?,"
   Is softening of the cervix helpful in diagnosing preterm labor?
",['preterm labor'],1
   Is softening of the cervix helpful in diagnosing preterm labor (apart from effacement and dilatation)?,How should I treat polymenorrhea in a 14-year-old girl?,['preterm labor'],0
What would make the serum amylase very high (1300) but with a normal serum lipase?,"
   What would make the serum amylase very high with a normal serum lipase?
",[],1
What would make the serum amylase very high (1300) but with a normal serum lipase?,How should I treat polymenorrhea in a 14-year-old girl?,[],0
   How do you prevent calcium containing kidney stones?,"
   How do you prevent calcium containing kidney stones?
","['calcium', 'kidney stones']",1
   How do you prevent calcium containing kidney stones?,How should I treat polymenorrhea in a 14-year-old girl?,"['calcium', 'kidney stones']",0
   What would cause diarrhea and fever in an adult?,"
   What would cause diarrhea and fever in an adult?
","['fever', 'diarrhea']",1
   What would cause diarrhea and fever in an adult?,"
   Unexpected thrombocytopenia -- What to do with it? Sat in courier's car awhile.
","['fever', 'diarrhea']",0
   Does a family history of breast cancer alter screening mammogram recommendations?,"
   Does a family history of breast cancer alter screening mammogram recommendations?
",['breast cancer'],1
   Does a family history of breast cancer alter screening mammogram recommendations?,"
   What is the other drug besides Famvir and acyclovir for Herpes Zoster?
",['breast cancer'],0
"   What would cause a large penis, small testes, female body habitus?","
   What would cause a large penis, small testes, female body habitus?
",[],1
"   What would cause a large penis, small testes, female body habitus?",How should I treat polymenorrhea in a 14-year-old girl?,[],0
"   What are the questions in the American Urological Association's (AUA) score for prostate symptoms (bladder neck obstruction symptoms, benign prostatic hypertrophy)?  (Also called American Urological Association (AUA) Symptom Index.)","
   What are the questions in the American Urological Association's score for prostate symptoms?
","['prostatic hypertrophy', 'prostate symptoms', 'AUA', 'bladder neck obstruction symptoms']",1
"   What are the questions in the American Urological Association's (AUA) score for prostate symptoms (bladder neck obstruction symptoms, benign prostatic hypertrophy)?  (Also called American Urological Association (AUA) Symptom Index.)","
   How do you inject the bicipital tendon?
","['prostatic hypertrophy', 'prostate symptoms', 'AUA', 'bladder neck obstruction symptoms']",0
   How do you diagnose and treat chronic compartment syndrome?,"
   How do you diagnose and treat chronic compartment syndrome?
",['compartment syndrome'],1
"   How often should you check liver function tests in patients on the ""glitazones"" like rosiglitazone (Avandia)?","
   How often should you check liver function tests in patients on the ""glitazones""?
","['Avandia', 'rosiglitazone']",1
"   How often should you check liver function tests in patients on the ""glitazones"" like rosiglitazone (Avandia)?","
   Did pre-cataract physical exam. Which cranial nerve number is the ophthalmic nerve?
","['Avandia', 'rosiglitazone']",0
   How do estrogen and progesterone affect serum lipid levels?,"
   How do estrogen and progesterone affect serum lipid levels?
","['progesterone', 'estrogen']",1
   How do estrogen and progesterone affect serum lipid levels?,"
   Is melatonin good for anything?  What is the dose?
","['progesterone', 'estrogen']",0
Is there a way to give Augmentin so the child gets about 80 milligrams per kilogram per day of amoxicillin and about 10 milligrams per kilogram per day clavulanic acid?,How do you dose Augmentin to give 80 milligrams per kilogram per day of amoxicillin and 10 milligrams per kilogram per day clavulanic acid?,"['Augmentin', 'amoxicillin', 'clavulanic acid']",1
Is there a way to give Augmentin so the child gets about 80 milligrams per kilogram per day of amoxicillin and about 10 milligrams per kilogram per day clavulanic acid?,"
   What size pills does digoxin come in?
","['Augmentin', 'amoxicillin', 'clavulanic acid']",0
   What is the relationship between the Bernoulli distribution and the binomial distribution?,"
   What is the relationship between the Bernoulli distribution and the binomial distribution?
",[],1
   What is the relationship between the Bernoulli distribution and the binomial distribution?,"
   What are the indications for getting a digoxin level?
",[],0
Should everyone over age 50 take prophylactic aspirin regardless of whether they have risk factors for coronary artery disease?,Should everyone over age 50 take prophylactic aspirin?,"['aspirin', 'coronary artery disease']",1
Should everyone over age 50 take prophylactic aspirin regardless of whether they have risk factors for coronary artery disease?,"
   What is the other drug besides Famvir and acyclovir for Herpes Zoster?
","['aspirin', 'coronary artery disease']",0
